Mod:Item:MetaData, Localized Name
buildcraftsilicon:plug_facade:0, Facade: Nagastone
buildcraftsilicon:plug_facade:0, Facade: Nagastone
buildcraftsilicon:plug_facade:0, Facade: Nagastone
buildcraftsilicon:plug_facade:0, Facade: Nagastone
buildcraftsilicon:plug_facade:0, Facade: Nagastone
buildcraftsilicon:plug_facade:0, Facade: Nagastone
buildcraftsilicon:plug_facade:0, Facade: Nagastone
buildcraftsilicon:plug_facade:0, Facade: Nagastone
buildcraftsilicon:plug_facade:0, Facade: Nagastone
buildcraftsilicon:plug_facade:0, Facade: Nagastone
buildcraftsilicon:plug_facade:0, Facade: Nagastone
buildcraftsilicon:plug_facade:0, Facade: Nagastone
buildcraftsilicon:plug_facade:0, Facade: Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Mossy Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Mossy Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Mossy Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Mossy Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Mossy Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Mossy Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Ruined Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Ruined Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Ruined Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Ruined Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Ruined Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Ruined Nagastone Pillar
buildcraftsilicon:plug_facade:0, Facade: Roots
buildcraftsilicon:plug_facade:0, Facade: Roots
buildcraftsilicon:plug_facade:0, Facade: Roots
buildcraftsilicon:plug_facade:0, Facade: Roots
buildcraftsilicon:plug_facade:0, Facade: Stronghold Shield
buildcraftsilicon:plug_facade:0, Facade: Stronghold Shield
buildcraftsilicon:plug_facade:0, Facade: Stronghold Shield
buildcraftsilicon:plug_facade:0, Facade: Stronghold Shield
buildcraftsilicon:plug_facade:0, Facade: Stronghold Shield
buildcraftsilicon:plug_facade:0, Facade: Stronghold Shield
buildcraftsilicon:plug_facade:0, Facade: Stronghold Shield
buildcraftsilicon:plug_facade:0, Facade: Stronghold Shield
buildcraftsilicon:plug_facade:0, Facade: Stronghold Shield
buildcraftsilicon:plug_facade:0, Facade: Stronghold Shield
buildcraftsilicon:plug_facade:0, Facade: Stronghold Shield
buildcraftsilicon:plug_facade:0, Facade: Stronghold Shield
buildcraftsilicon:plug_facade:0, Facade: Reappearing Block
buildcraftsilicon:plug_facade:0, Facade: Reappearing Block
buildcraftsilicon:plug_facade:0, Facade: Reappearing Block
buildcraftsilicon:plug_facade:0, Facade: Reappearing Block
buildcraftsilicon:plug_facade:0, Facade: Vanishing Block
buildcraftsilicon:plug_facade:0, Facade: Vanishing Block
buildcraftsilicon:plug_facade:0, Facade: Vanishing Block
buildcraftsilicon:plug_facade:0, Facade: Vanishing Block
buildcraftsilicon:plug_facade:0, Facade: Locked Vanishing Block
buildcraftsilicon:plug_facade:0, Facade: Locked Vanishing Block
buildcraftsilicon:plug_facade:0, Facade: Unlocked Vanishing Block
buildcraftsilicon:plug_facade:0, Facade: Unlocked Vanishing Block
buildcraftsilicon:plug_facade:0, Facade: Carminite Builder
buildcraftsilicon:plug_facade:0, Facade: Carminite Builder
buildcraftsilicon:plug_facade:0, Facade: Carminite Builder
buildcraftsilicon:plug_facade:0, Facade: Carminite Builder
buildcraftsilicon:plug_facade:0, Facade: Carminite Builder
buildcraftsilicon:plug_facade:0, Facade: Carminite Builder
buildcraftsilicon:plug_facade:0, Facade: Anti-builder
buildcraftsilicon:plug_facade:0, Facade: Anti-builder
buildcraftsilicon:plug_facade:0, Facade: Ghast Trap
buildcraftsilicon:plug_facade:0, Facade: Ghast Trap
buildcraftsilicon:plug_facade:0, Facade: Ghast Trap
buildcraftsilicon:plug_facade:0, Facade: Ghast Trap
buildcraftsilicon:plug_facade:0, Facade: Carminite Reactor
buildcraftsilicon:plug_facade:0, Facade: Carminite Reactor
buildcraftsilicon:plug_facade:0, Facade: Carminite Reactor
buildcraftsilicon:plug_facade:0, Facade: Carminite Reactor
buildcraftsilicon:plug_facade:0, Facade: Towerwood Planks
buildcraftsilicon:plug_facade:0, Facade: Towerwood Planks
buildcraftsilicon:plug_facade:0, Facade: Encased Towerwood
buildcraftsilicon:plug_facade:0, Facade: Encased Towerwood
buildcraftsilicon:plug_facade:0, Facade: Cracked Towerwood
buildcraftsilicon:plug_facade:0, Facade: Cracked Towerwood
buildcraftsilicon:plug_facade:0, Facade: Mossy Towerwood
buildcraftsilicon:plug_facade:0, Facade: Mossy Towerwood
buildcraftsilicon:plug_facade:0, Facade: Infested Towerwood
buildcraftsilicon:plug_facade:0, Facade: Infested Towerwood
buildcraftsilicon:plug_facade:0, Facade: Trollber
buildcraftsilicon:plug_facade:0, Facade: Trollber
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollsteinn
buildcraftsilicon:plug_facade:0, Facade: Trollvidr
buildcraftsilicon:plug_facade:0, Facade: Trollvidr
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Leaves
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Leaves
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Leaves
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Leaves
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Leaves
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Leaves
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Leaves
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Leaves
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Leaves
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Leaves
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Leaves
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Leaves
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Leaves
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Leaves
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Leaves
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Leaves
buildcraftsilicon:plug_facade:0, Facade: Mangrove Leaves
buildcraftsilicon:plug_facade:0, Facade: Mangrove Leaves
buildcraftsilicon:plug_facade:0, Facade: Mangrove Leaves
buildcraftsilicon:plug_facade:0, Facade: Mangrove Leaves
buildcraftsilicon:plug_facade:0, Facade: Mangrove Leaves
buildcraftsilicon:plug_facade:0, Facade: Mangrove Leaves
buildcraftsilicon:plug_facade:0, Facade: Mangrove Leaves
buildcraftsilicon:plug_facade:0, Facade: Mangrove Leaves
buildcraftsilicon:plug_facade:0, Facade: tile.twilightforest.Leaves.9.name
buildcraftsilicon:plug_facade:0, Facade: tile.twilightforest.Leaves.9.name
buildcraftsilicon:plug_facade:0, Facade: tile.twilightforest.Leaves.9.name
buildcraftsilicon:plug_facade:0, Facade: tile.twilightforest.Leaves.9.name
buildcraftsilicon:plug_facade:0, Facade: tile.twilightforest.Leaves.9.name
buildcraftsilicon:plug_facade:0, Facade: tile.twilightforest.Leaves.9.name
buildcraftsilicon:plug_facade:0, Facade: tile.twilightforest.Leaves.9.name
buildcraftsilicon:plug_facade:0, Facade: tile.twilightforest.Leaves.9.name
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Thorn Leaves
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Twilight Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Wood
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Wood
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Wood
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Wood
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Wood
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Wood
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Wood
buildcraftsilicon:plug_facade:0, Facade: Canopy Tree Wood
buildcraftsilicon:plug_facade:0, Facade: Mangrove Wood
buildcraftsilicon:plug_facade:0, Facade: Mangrove Wood
buildcraftsilicon:plug_facade:0, Facade: Mangrove Wood
buildcraftsilicon:plug_facade:0, Facade: Mangrove Wood
buildcraftsilicon:plug_facade:0, Facade: Mangrove Wood
buildcraftsilicon:plug_facade:0, Facade: Mangrove Wood
buildcraftsilicon:plug_facade:0, Facade: Mangrove Wood
buildcraftsilicon:plug_facade:0, Facade: Mangrove Wood
buildcraftsilicon:plug_facade:0, Facade: Darkwood Wood
buildcraftsilicon:plug_facade:0, Facade: Darkwood Wood
buildcraftsilicon:plug_facade:0, Facade: Darkwood Wood
buildcraftsilicon:plug_facade:0, Facade: Darkwood Wood
buildcraftsilicon:plug_facade:0, Facade: Darkwood Wood
buildcraftsilicon:plug_facade:0, Facade: Darkwood Wood
buildcraftsilicon:plug_facade:0, Facade: Darkwood Wood
buildcraftsilicon:plug_facade:0, Facade: Darkwood Wood
buildcraftsilicon:plug_facade:0, Facade: Uncrafting Table
buildcraftsilicon:plug_facade:0, Facade: Uncrafting Table
buildcraftsilicon:plug_facade:0, Facade: Underbrick
buildcraftsilicon:plug_facade:0, Facade: Underbrick
buildcraftsilicon:plug_facade:0, Facade: Mossy Underbrick
buildcraftsilicon:plug_facade:0, Facade: Mossy Underbrick
buildcraftsilicon:plug_facade:0, Facade: Cracked Underbrick
buildcraftsilicon:plug_facade:0, Facade: Cracked Underbrick
buildcraftsilicon:plug_facade:0, Facade: Underbrick Floor
buildcraftsilicon:plug_facade:0, Facade: Underbrick Floor
buildcraftsilicon:plug_facade:0, Facade: Unripe Trollber
buildcraftsilicon:plug_facade:0, Facade: Unripe Trollber
buildcraftsilicon:plug_facade:0, Facade: Wispy Cloud
buildcraftsilicon:plug_facade:0, Facade: Wispy Cloud
buildcraftenergy:glob_of_oil, item.globOil.name
buildcraftfactory:autoworkbench_item, Auto Workbench
buildcraftfactory:mining_well, Mining Well
buildcraftfactory:pump, Pump
buildcraftfactory:flood_gate, Flood Gate
buildcraftfactory:tank, Tank
buildcraftfactory:chute, Chute
buildcraftfactory:distiller, Distiller
buildcraftfactory:heat_exchange, Heat Exchanger
buildcraftfactory:water_gel_spawn, Water Gelifier
buildcraftfactory:gel, Gelled Water
buildcraftrobotics:zone_planner, tile.zonePlannerBlock.name
dimdoors:quartz_door, Quartz Door
dimdoors:quartz_dimensional_door, Quartz Dimensional Door
dimdoors:gold_door, Gold Door
dimdoors:gold_dimensional_door, Gold Dimensional Door
dimdoors:iron_dimensional_door, Iron Dimensional Door
dimdoors:oak_dimensional_door, Wood Dimensional Door
dimdoors:stable_fabric, Stable Fabric
dimdoors:unstable_dimensional_door, Unstable Dimensional Door
dimdoors:world_thread, World Thread
dimdoors:rift_configuration_tool, Rift Configuration Tool
dimdoors:rift_blade, Rift Blade
dimdoors:rift_remover, Rift Remover
dimdoors:rift_signature, Rift Signature
dimdoors:stabilized_rift_signature, Stabilized Rift Signature
dimdoors:rift_stabilizer, Rift Stabilizer
dimdoors:woven_world_thread_helmet, Woven World Thread Helmet
dimdoors:woven_world_thread_chestplate, Woven World Thread Chestplate
dimdoors:woven_world_thread_leggings, Woven World Thread Leggings
dimdoors:woven_world_thread_boots, Woven World Thread Boots
dimdoors:fabric:0, Altered Fabric
dimdoors:fabric:1, Orange Altered Fabric
dimdoors:fabric:2, Magenta Altered Fabric
dimdoors:fabric:3, Light Blue Altered Fabric
dimdoors:fabric:4, Yellow Altered Fabric
dimdoors:fabric:5, Lime Altered Fabric
dimdoors:fabric:6, Pink Altered Fabric
dimdoors:fabric:7, Gray Altered Fabric
dimdoors:fabric:8, Light Gray Altered Fabric
dimdoors:fabric:9, Cyan Altered Fabric
dimdoors:fabric:10, Purple Altered Fabric
dimdoors:fabric:11, Blue Altered Fabric
dimdoors:fabric:12, Brown Altered Fabric
dimdoors:fabric:13, Green Altered Fabric
dimdoors:fabric:14, Red Altered Fabric
dimdoors:fabric:15, Fabric of Reality
dimdoors:ancient_fabric:0, Altered Ancient Fabric
